OBJECTID,FACILITYID,SUBTYPE,OWNER,LIFECYCLESTATUS,INSTALLDATE,DIAMETER_FT,RIM_ELEV,INVERT1,INVERT2,INVERT3,INVERT4,INVERT5,INVERT6,DEPTH,COMMENTS,GROUNDELEVATION,ENABLED,x,y
207,652876STMH,1,PRIV,ACT,6/10/2009 12:00:00 AM,,,5595.3,5592.55,,,,,9.55,,5602.1,1,3165710.96562372,1652875.1320383
208,46997STMH,1,DPUB,ACT,,,,5592.54,5595.94,5595.81,5591.54,,,10.27,,5601.81,1,3165711.94593672,1652886.6083933
209,653337STMH,1,PRIV,ACT,,,,5591.51,5591.31,,,,,9.61,,5600.92,1,3165558.24250399,1652889.49519855
210,46995STMH,1,DPUB,ACT,,,,5590.99,5590.69,,,,,,,5601.19,1,3165659.71605431,1652891.22190113
211,1503240STMH,1,PRIV,ACT,6/13/2018 12:00:00 AM,,5624.35,5616.63,5619.35,5616.39,,,,7.96,,5624.35,1,3166181.79867156,1652894.73108047
212,1505667STMH,1,PRIV,ACT,5/31/2018 12:00:00 AM,,5627.36,5621.51,5621.31,5620.96,,,,6.4,,5627.36,1,3166205.19987148,1652897.75010329
213,46992STMH,1,PRIV,ACT,,,,,,,,,,,,5598,1,3165283.16234548,1652901.52338971
214,46988STMH,1,DPUB,ACT,,,,5592.51,5592.41,,,,,,,5602,1,3165710.03878832,1652915.30387397
215,622020STMH,1,FDST,ACT,2/12/2007 12:00:00 AM,4,,5658.65,5658.55,5660.05,,,,6.4,,5664.95,1,3168569.20761065,1652927.56730089
216,46981STMH,1,DPUB,ACT,,,,5593,5593.33,,,,,5.38,,5598.38,1,3171842.29752114,1652929.42359638
217,46976STMH,1,DPUB,ACT,,,,5628.47,5628.78,5628,5627.8,,,9.5,,5637.3,1,3166466.6478394,1652937.47607371
218,1418840STMH,1,DPUB,ACT,,,,,,,,,,,Added per Storm Plat Maps (Last revised 8/16/1999) and 2018 Aerial Imagery,5649.28,1,3170487.7165689,1652943.20112789
219,887252STMH,1,DPUB,ACT,3/10/2015 12:00:00 AM,4,,5651.02,5651.02,5651.77,,,,4.9,,5655.92,1,3167038.59748289,1652967.60331005
220,46965STMH,1,DPUB,ACT,,,,5595.42,5594.42,,,,,,,5602.11,1,3165706.8029024,1652989.15083914
221,46964STMH,1,PRIV,ACT,,,,,,,,,,5650,,5650,1,3169799.36099023,1652991.5510968
222,46963STMH,1,DPUB,ACT,,,,5629.11,5628.91,5628.88,,,,9.7,,5638.58,1,3166465.64948182,1652994.78895122
223,593732STMH,1,PRIV,ACT,1/16/2007 12:00:00 AM,4,,5657.33,5659.13,5659.23,,,,,,5663.17,1,3168944.36302832,1652997.6652578
224,1418734STMH,1,PRIV,ACT,8/23/2013 12:00:00 AM,4,,5643.7,,,,,,3.5,,5647.2,1,3169914.29219081,1653021.71606271
225,1418785STMH,1,PRIV,ACT,8/23/2013 12:00:00 AM,4,,5640.05,5639.85,,,,,10.85,,5650.7,1,3170389.48874697,1653027.17897829
226,1418782STMH,1,PRIV,ACT,8/23/2013 12:00:00 AM,4,,5638.35,5638.35,,,,,9.45,,5647.8,1,3170430.76917623,1653068.99647996
227,593555STMH,1,PRIV,ACT,1/16/2007 12:00:00 AM,4,,5653.4,5653.6,5653.9,,,,,,5658.87,1,3169088.27678248,1653073.58177263
228,593613STMH,1,PRIV,ACT,1/16/2007 12:00:00 AM,5,,5652.22,5656.92,5652.37,,,,,,5661.14,1,3168984.79339364,1653073.70513196
229,46957STMH,1,DPUB,ACT,,,,5598.01,5596.81,,,,,,,5604.11,1,3165708.50795148,1653076.25335522
230,887210STMH,1,PRIV,ACT,3/10/2015 12:00:00 AM,4,,5649.11,5648.86,5649.5,,,,4.15,,5653.01,1,3166884.83335473,1653077.74121313
231,46956STMH,1,PRIV,ACT,,,,,,,,,,5650.25,,5650.25,1,3169893.24367648,1653083.72643737
232,1399155STMH,1,DPUB,ACT,,,,5662.5,5662.7,,,,,7.8,,5670.3,1,3167477.93781157,1653090.40490171
233,46952STMH,1,DPUB,ACT,,,,5593.07,5592.92,,,,,,,5606,1,3114309.91849165,1653137.76373088
234,1399153STMH,1,DPUB,ACT,,,,5663.7,,,,,,7.4,,5671.1,1,3167476.34627931,1653147.38280614
235,46949STMH,1,PRIV,ACT,,,,,,,,,,,,5613.33,1,3165488.87551673,1653149.14822255
236,593614STMH,1,PRIV,ACT,1/16/2007 12:00:00 AM,4,,5653.16,5653.26,,,,,,,5660,1,3168958.35086122,1653150.49992588
237,46948STMH,1,PRIV,ACT,,,,,,,,,,5648.83,,5648.83,1,3169965.75960757,1653156.08062339
238,46947STMH,1,DPUB,ACT,,,,,,,,,,,,5605.39,1,3114388.42555247,1653158.63048705
239,593617STMH,1,PRIV,ACT,1/16/2007 12:00:00 AM,4,,5656.04,5656.24,5655.24,5655.24,,,,,5664.57,1,3168746.61736082,1653168.96248738
240,653362STMH,1,DPUB,ACT,6/10/2009 12:00:00 AM,,,5654.98,,,,,,5,,5659.98,1,3167038.59748289,1653174.87323672
241,46946STMH,1,DPUB,ACT,,,,5602.08,5601.98,,,,,,,5608.33,1,3165709.97185931,1653185.88896272
242,1505662STMH,1,PRIV,ACT,5/31/2018 12:00:00 AM,,5638.61,5628.11,5627.91,,,,,10.7,,5638.61,1,3166342.94992407,1653187.55004863
243,635471STMH,1,DPUB,ACT,2/1/2008 12:00:00 AM,,,5635.35,5636.7,5636.7,5635.25,,,6.74,,5642.3,1,3166591.35297056,1653189.82399422
244,653317STMH,1,DPUB,ACT,6/10/2009 12:00:00 AM,,,5638.07,5637.67,,,,,6.9,,5644.57,1,3166691.85309765,1653189.82399422
245,593616STMH,1,PRIV,ACT,1/16/2007 12:00:00 AM,4,,5655.58,5655.78,,,,,,,5663.21,1,3168780.59301464,1653189.94374463
246,46943STMH,1,DPUB,ACT,2/1/2008 12:00:00 AM,,,5635.88,5636.1,5635.38,,,,7.54,,5642.92,1,3166467.45853332,1653191.68324247
247,653318STMH,1,DPUB,ACT,6/10/2009 12:00:00 AM,,,5643.5,5643.2,5644.5,,,,6.85,,5650.21,1,3166805.10877664,1653204.7120878
248,653324STMH,1,DPUB,ACT,6/10/2009 12:00:00 AM,,,5656.62,5656.97,5657.02,5656.47,,,5.05,,5661.52,1,3167098.6229534,1653212.43812221
249,46942STMH,1,PRIV,ACT,,,,5643.21,5643.71,,,,,5648.25,,5648.25,1,3169448.73865998,1653212.44796471
250,1418674STMH,1,DPUB,ACT,8/23/2013 12:00:00 AM,,,5634.5,5634.5,,,,,5.42,,5639.92,1,3170488.23854947,1653213.06082438
251,653325STMH,1,DPUB,ACT,6/10/2009 12:00:00 AM,,,5654.95,5653.65,5653.35,,,,7.1,,5660.45,1,3167038.56139372,1653213.11495814
252,653323STMH,1,DPUB,ACT,6/10/2009 12:00:00 AM,,,5658.34,5658.14,5658.85,,,,5.5,,5663.64,1,3167164.54440948,1653213.41318588
253,1418701STMH,1,PRIV,ACT,8/23/2013 12:00:00 AM,4,,5639.96,5639.12,,,,,3.88,,5643,1,3170327.95671782,1653213.59756872
254,593615STMH,1,PRIV,ACT,1/16/2007 12:00:00 AM,4,,5653.73,5653.88,,,,,,,5658.47,1,3168891.28734706,1653213.93680689
255,653326STMH,1,DPUB,ACT,6/10/2009 12:00:00 AM,,,5648.63,5648.43,,,,,7.45,,5655.88,1,3166918.60592498,1653215.08247389
256,622798STMH,1,PRIV,ACT,7/30/2007 12:00:00 AM,,,5643.85,5643.65,,,,,4.6,,5648.25,1,3169444.28230406,1653222.00240755
257,1686041STMH,1,PRIV,ACT,6/27/2017 12:00:00 AM,4,5642.82,5638.02,5637.88,,,,,4.94,,5642.96050974,1,3170230.56518032,1653223.08836338
258,1418834STMH,1,DPUB,ACT,,,,,,,,,,,could not locate inverts or tim elv,5638.96,1,3170487.80515139,1653234.34916763
259,46935STMH,1,DPUB,ACT,,,,5605.24,5605.14,,,,,,,5611.22,1,3165718.25596347,1653258.47083855
260,1685998STMH,1,PRIV,ACT,6/27/2017 12:00:00 AM,5,5642.17,5635.64,5635.3,5634.74,,,,7.42,,5641.86085636,1,3170229.64195381,1653261.6942573
261,46934STMH,1,PRIV,ACT,,,,,,,,,,,,5660,1,3168872.65155756,1653262.20245838
262,1631257STMH,1,DPUB,ACT,9/11/2023 12:00:00 AM,,5671.18,5664.94,,,,,,6.24,,5672,1,3167329.29211147,1653266.24871013
263,653329STMH,1,DPUB,ACT,6/10/2009 12:00:00 AM,,,5666.49,5666.39,,,,,6.25,,5672.64,1,3167364.17918082,1653277.43733604
264,653701STMH,1,DPUB,ACT,6/10/2009 12:00:00 AM,,,5655.25,5654.8,5654.8,5654.1,,,5.85,,5659.95,1,3167039.08599898,1653278.51148088
265,46928STMH,1,PRIV,ACT,,,,,,,,,,5636.2,,5636.2,1,3169814.61916181,1653302.56556663
266,46927STMH,1,PRIV,ACT,,,,,,,,,,,,5639.64,1,3169658.31041931,1653305.06851438
267,46925STMH,1,DPUB,ACT,,,,5607.75,5607.45,,,,,,,5613.41,1,3165722.52498381,1653315.45103955
268,46923STMH,1,PRIV,ACT,,,,,,,,,,,,5638.89,1,3169662.68705098,1653328.00219555
269,46922STMH,1,PRIV,ACT,,,,,,,,,,5641.72,,5641.72,1,3169572.06354456,1653336.39883229
270,622801STMH,1,PRIV,ACT,7/30/2007 12:00:00 AM,,,5646.45,,,,,,6.63,,5653.08,1,3169259.78529772,1653337.49561489
271,46920STMH,1,PRIV,ACT,,,,,,,,,,,,5674,1,3167668.17332348,1653355.31874196
272,622799STMH,1,PRIV,ACT,7/30/2007 12:00:00 AM,,,5644.6,5644.5,,,,,1.04,,5645.54,1,3169441.15731031,1653360.56479447
273,622800STMH,1,PRIV,ACT,7/30/2007 12:00:00 AM,,,5644.79,5644.69,,,,,1.55,,5646.24,1,3169414.87389831,1653384.28423521
274,46913STMH,1,DPUB,ACT,7/1/1978 12:00:00 AM,,,5648.86,5648.41,,,,,5.59,Remove & replace Exist MH w/ new MH box base match exist.,5654,1,3169149.97941498,1653385.29276338
275,1685996STMH,1,PRIV,ACT,6/27/2017 12:00:00 AM,5,5639.97,5631.26,5631.04,5630.87,,,,9.1,,5638.89241783,1,3170229.64195381,1653390.4243148
276,1686008STMH,1,PRIV,ACT,6/27/2017 12:00:00 AM,4,5639.69,5331.59,5331.64,5331.48,,,,8.21,,5639.00360922,1,3170251.38206781,1653390.4243148
277,1403633STMH,1,PRIV,ACT,1/16/2014 12:00:00 AM,4,,5663.67,,,,,,7.15,Storm manholes in the right-of-way are marked as private on the as-built.,5670.82,1,3167474.70258181,1653400.07455796
278,46914STMH,1,DPUB,ACT,2/1/2008 12:00:00 AM,,,5638.18,5637.98,,,,,8.98,,5646.96,1,3166465.92638415,1653418.68574122
279,46907STMH,1,DPUB,ACT,,,,,,,,,,,,5594.4,1,3171850.23582548,1653427.13618363
280,627423STMH,1,DPUB,ACT,4/4/2008 12:00:00 AM,4,,5571.58,5571.58,,,,,4.94,,5576.52,1,3116351.17589206,1653439.70144722
281,627424STMH,1,DPUB,ACT,4/4/2008 12:00:00 AM,4,,5570.78,5570.77,,,,,5.23,,5576,1,3116583.58717264,1653441.72506522
282,46904STMH,1,DPUB,ACT,,,,5613.61,5613.41,,,,,,,5620,1,3165757.52622615,1653442.89632271
283,46900STMH,1,DPUB,ACT,,,,,,,,,,,,5590.07,1,3171941.65066889,1653463.38151796
284,1686003STMH,1,PRIV,ACT,6/27/2017 12:00:00 AM,4,5632.95,5628.93,5629.07,5628.75,,,,4.2,,5634.06209372,1,3170439.94533898,1653485.43462346
285,1686005STMH,1,PRIV,ACT,6/27/2017 12:00:00 AM,4,5638.38,5627.9,5627.87,,,,,10.51,,5634.13172462,1,3170268.97619273,1653485.96972738
286,46897STMH,1,PRIV,ACT,,,,,,,,,,,,5639.14,1,3169707.47633147,1653489.89327596
287,1685990STMH,1,PRIV,ACT,6/27/2017 12:00:00 AM,5,5638.44,5627.76,5628.72,5627.72,,,,10.72,,5632.44039894,1,3170228.07929289,1653496.12817164
288,46896STMH,1,DPUB,ACT,,,,5601.92,,,,,,,,5608,1,3114335.06082982,1653499.35585546
289,1685980STMH,1,PRIV,ACT,6/27/2017 12:00:00 AM,4,5636.73,5632.24,5632.16,,,,,4.57,,5635.89223284,1,3170059.66394731,1653513.06744221
290,46884STMH,1,PRIV,ACT,,,,5632.73,5632.93,,,,,5629.62,,5629.62,1,3170052.17872606,1653519.20916222
291,46888STMH,1,DPUB,ACT,,,,5572.06,5572,5572.34,5571.99,,,4.01,Manhole,5576,1,3116340.79664773,1653530.74194755
292,46886STMH,1,PRIV,ACT,,,,5625.94,5625.74,,,,,,,5630,1,3169876.54423481,1653534.37448621
293,46883STMH,1,PRIV,ACT,,,,,,,,,,,,5576.96,1,3116386.31853831,1653544.18450597
294,1638621STMH,1,PRIV,ACT,10/22/2021 12:00:00 AM,4,5641.16,5632.3,5630.16,,,,,11,,5638.76151688,1,3166177.27243389,1653549.33836704
295,46882STMH,1,PRIV,ACT,,,,,,,,,,,,5575.19,1,3116602.29251581,1653551.65135455
296,46880STMH,1,DPUB,ACT,5/12/1995 12:00:00 AM,,,5555.27,,,,,,3.36,,5558.63,1,3117792.03980823,1653553.21926481
297,46874STMH,1,PRIV,ACT,,,,5622.19,5621.09,,,,,,,5627.71,1,3170230.14129664,1653581.65260687
298,46873STMH,1,PRIV,ACT,,,,5622.93,5622.39,,,,,,,5627.61,1,3170205.13150415,1653582.05090004
299,46872STMH,1,PRIV,ACT,,,,5623,,,,,,,,5627.6,1,3170110.85085282,1653583.19459856
300,46869STMH,1,PRIV,ACT,,,,,,,,,,,,5672.11,1,3167766.7023259,1653588.93047947
301,46867STMH,1,PRIV,ACT,,,,,,,,,,,,5672,1,3167668.17332348,1653589.67260396
302,46865STMH,1,PRIV,ACT,,,,5623.33,5623.53,,,,,,,5627.86,1,3169878.60000497,1653607.30741121
303,46864STMH,1,DPUB,ACT,,,,5572.51,,,,,,,MAINTAINED BY DENVER,5576,1,3116332.85867147,1653610.35071221
304,1636604STMH,1,PRIV,ACT,5/6/2022 12:00:00 AM,5,5626.38,5620.92,5620.79,,,,,5.59,,5622.38390754,1,3113346.36694106,1653628.2880123
305,46859STMH,1,DPUB,ACT,,,,5621.5,,,,,,,,5628.35,1,3165815.96672606,1653631.55014488
306,1403632STMH,1,PRIV,ACT,1/16/2014 12:00:00 AM,4,,5661.08,5660.93,,,,,4.25,Storm manholes in the right-of-way are marked as private on the as-built.,5665.18,1,3167473.8013369,1653641.69021647
307,635476STMH,1,DPUB,ACT,2/1/2008 12:00:00 AM,,,5646.22,5646.61,5646.04,,,,4.02,,5649.84,1,3166588.79654522,1653645.34736139
308,635475STMH,1,DPUB,ACT,2/1/2008 12:00:00 AM,,,5645.04,5640.95,5640.5,,,,9.7,,5650.54,1,3166466.79711731,1653645.6856153
309,896143STMH,1,PRIV,ACT,,4,,5627.74,5627.57,,,,,4.13,,5631.7,1,3165876.81699806,1653647.01927406
310,46857STMH,1,PRIV,ACT,,,,5618.69,5618.24,,,,,,,5628,1,3170330.49083348,1653655.94117221
311,46849STMH,1,PRIV,ACT,4/23/1997 12:00:00 AM,,,,,,,,,,,5607.3,1,3171488.53805806,1653683.96637863
312,46847STMH,1,DPUB,ACT,1/20/1983 12:00:00 AM,4,,5626.06,5626.05,5626.04,,,,,,5633.25,1,3112327.4391889,1653689.19865163
313,46845STMH,1,DPUB,ACT,1/20/1983 12:00:00 AM,4,,5623.9,5624.28,5624.04,5623.93,,,,,5630.11,1,3112503.73148723,1653691.43257105
314,621833STMH,1,FDST,ACT,,,,5658.67,5662.82,,,,,9.33,,5668,1,3167825.48468864,1653710.9866658
315,46840STMH,1,PRIV,ACT,3/29/1995 12:00:00 AM,,,,,,,,,,,5670.45,1,3167555.94782615,1653712.53095405
316,46839STMH,1,PRIV,ACT,3/29/1995 12:00:00 AM,,,,,,,,,,,5669.64,1,3167766.22102764,1653712.82852563
317,1612210STMH,1,PRIV,ACT,,,,,,,,,,0,Manhole,5606.82,1,3165244.7211494,1653717.23206013
318,1403630STMH,1,PRIV,ACT,1/16/2014 12:00:00 AM,4,,5660.12,5659.97,,,,,3.45,Storm manholes in the right-of-way are marked as private on the as-built.,5663.42,1,3167450.21411373,1653731.92920922
319,1636606STMH,1,PRIV,ACT,5/6/2022 12:00:00 AM,5,5626.52,5619.77,5619.74,,,,,6.78,,5621.71416811,1,3113345.17895131,1653732.63688497
320,1629725STMH,1,DPUB,ACT,10/14/2022 12:00:00 AM,5,5366.5,5659.9,5659.9,5659.96,,,,6.6,,5670,1,3167441.52941981,1653748.07845514
321,46831STMH,1,PRIV,ACT,,,,5614.85,5614.65,,,,,,,5626.08,1,3170068.80664556,1653750.22707288
322,46830STMH,1,PRIV,ACT,,,,5620.87,5621.12,,,,,,MANHOLE,5633.41,1,3165740.93767664,1653751.5397343
323,896145STMH,1,PRIV,ACT,,,,5631.6,5628.33,5628.38,,,,8.37,,5636.7,1,3165900.89372157,1653754.73100089
324,46825STMH,1,PRIV,ACT,,,,5612.27,5612.32,,,,,,Manhole,5623.54,1,3165445.85099648,1653773.7739418
325,1403631STMH,1,PRIV,ACT,1/16/2014 12:00:00 AM,4,,5659.19,5658.74,5658.99,5659.19,,,4.5,Storm manholes in the right-of-way are marked as private on the as-built.,5663.24,1,3167422.67939189,1653783.13120654
326,46820STMH,1,PRIV,ACT,4/23/1997 12:00:00 AM,,,,,,,,,,,5606,1,3171464.8898114,1653812.58259122
327,46819STMH,1,PRIV,ACT,6/15/1995 12:00:00 AM,,,,,,,,,,,5613.32,1,3171227.1265074,1653814.45233813
328,46818STMH,1,DPUB,ACT,1/20/1983 12:00:00 AM,4,,5629.9,5630.25,5630.75,5630.25,,,,,5638,1,3111957.37234373,1653819.03566229
329,46812STMH,1,PRIV,ACT,6/15/1995 12:00:00 AM,,,,,,,,,,,5613.99,1,3171114.57522331,1653839.48279989
330,46811STMH,1,DPUB,ACT,7/1/1978 12:00:00 AM,,,5217.58,5218.09,,,,,434.42,,5652,1,3168987.19529173,1653841.14487004
331,46809STMH,1,PRIV,ACT,4/23/1997 12:00:00 AM,,,,,,,,,,,5604.99,1,3171427.70517448,1653842.9588428
332,46807STMH,1,PRIV,ACT,,,,5613.9,5613.01,5612.81,,,,,,5621.68,1,3170198.47469331,1653846.00476846
333,1403622STMH,1,PRIV,ACT,1/16/2014 12:00:00 AM,5,,5657.52,5657.12,,,,,7.1,Storm manholes in the right-of-way are marked as private on the as-built.,5664.22,1,3167386.55610456,1653846.78134172
334,46806STMH,1,PRIV,ACT,4/23/1997 12:00:00 AM,,,,,,,,,,,5592.79,1,3171568.74163781,1653847.00115755
335,46805STMH,1,PRIV,ACT,6/15/1995 12:00:00 AM,,,,,,,,,,,5614.34,1,3171079.82069965,1653848.36762463
336,46804STMH,1,PRIV,ACT,,,,5616.11,5612.59,,,,,,Manhole,5623.28,1,3165307.76301806,1653855.51262346
337,46799STMH,1,DPUB,ACT,5/12/1995 12:00:00 AM,,,5547.05,5546.71,,,,,9.3,,5553.09,1,3117796.54931365,1653872.73207721
338,46795STMH,1,PRIV,ACT,6/15/1995 12:00:00 AM,,,,,,,,,,,5614,1,3171023.39364715,1653913.00266597
339,46793STMH,1,PRIV,ACT,6/15/1995 12:00:00 AM,,,,,,,,,,,5609.41,1,3171271.96860932,1653916.02496964
340,635481STMH,1,DPUB,ACT,2/1/2008 12:00:00 AM,,,5646.49,5645.79,,,,,7,,5652.88,1,3166463.51956481,1653919.66603847
341,46786STMH,1,PRIV,ACT,6/15/1995 12:00:00 AM,,,,,,,,,,,5609.33,1,3171224.68655165,1653928.17192696
342,46782STMH,1,FDST,ACT,,,,,,,,,,,,5638.76,1,3173185.01563624,1653942.26244996
343,46780STMH,1,DPUB,ACT,1/20/1983 12:00:00 AM,4,,5634.45,5634.65,,,,,,,5642,1,3111602.14766048,1653945.05739188
344,46778STMH,1,DPUB,ACT,7/1/1979 12:00:00 AM,,,5583.5,5582.04,5581.78,,,,6.22,,5588,1,3171550.82894398,1653952.1889393
345,46777STMH,1,PRIV,ACT,8/1/1991 12:00:00 AM,,,5577.62,5579.13,,,,,10.38,,5588,1,3115599.76728989,1653952.96879338
346,46776STMH,1,PRIV,ACT,,,,5626.59,5626.79,,,,,,,5639.95,1,3165778.86082914,1653955.18007505
347,1403621STMH,1,PRIV,ACT,1/16/2014 12:00:00 AM,5,,5654.43,5654.13,5654.43,5655.13,,,6.5,Storm manholes in the right-of-way are marked as private on the as-built.,5660.63,1,3167596.00023948,1653959.6633338
348,46774STMH,1,DPUB,ACT,,,,5626.94,5627.24,,,,,,,5639.42,1,3165838.05001523,1653969.9999273
349,46773STMH,1,DPUB,ACT,1/17/1995 12:00:00 AM,,,5583.2,5583.18,,,,,5.52,,5588.7,1,3171531.10457398,1653973.84506397
350,46772STMH,1,DPUB,ACT,7/1/1978 12:00:00 AM,,,5216.32,5216.52,,,,,434.52,,5650.84,1,3169022.11221665,1653975.37754121
351,46771STMH,1,DPUB,ACT,,,,5629.48,5631.18,5633.52,,,,,,5640,1,3165899.0662974,1653979.99662647
352,1629731STMH,1,DPUB,ACT,10/14/2022 12:00:00 AM,5,5661.27,5654.04,5655.28,,,,,7.23,,5664,1,3167641.84758873,1653984.44478031
353,46769STMH,1,DPUB,ACT,,,,5637.68,5638.96,5637.64,5637.64,,,,Manhole,5642,1,3166036.7235024,1653998.49330863
354,1403620STMH,1,PRIV,ACT,1/16/2014 12:00:00 AM,5,,5653.36,5653.21,,,,,8.15,Storm manholes in the right-of-way are marked as private on the as-built.,5661.36,1,3167668.9426789,1653999.09042031
355,46768STMH,1,DPUB,ACT,,,,5579.41,,,,,,,,5590,1,3171656.86678964,1654001.69376154
356,46765STMH,1,PRIV,ACT,6/15/1995 12:00:00 AM,,,,,,,,,,,5604,1,3171287.1047339,1654009.12353672
357,46763STMH,1,PRIV,ACT,,,,,,,,,,,,5602,1,3171272.28258505,1654024.92009304
358,46762STMH,1,DPUB,ACT,,,,5644.49,5644.69,,,,,,Manhole,5648,1,3166264.65578932,1654025.32199514
359,46761STMH,1,PRIV,ACT,8/1/1991 12:00:00 AM,,,5577.62,5577.13,,,,,10.84,,5587.97,1,3115506.07226731,1654027.34397271
360,48360STMH,1,PRIV,ACT,6/18/2003 12:00:00 AM,6,,5591.76,5593.06,5591.56,,,,11.3,,5599.93,1,3114299.96575564,1654033.53588946
361,670750STMH,1,PRIV,ACT,12/8/2008 12:00:00 AM,5,,5631.7,5633,5631.42,,,,9.18,,5640.6,1,3166073.9498059,1654043.69138096
362,670697STMH,1,PRIV,ACT,12/8/2008 12:00:00 AM,5,,5631.2,5635,5631.06,,,,7.44,,5638.5,1,3165999.54903606,1654048.47614829
363,1403642STMH,1,PRIV,ACT,1/16/2014 12:00:00 AM,,,5652.56,5652.46,5653.66,5652.36,,,8.5,Storm manholes in the right-of-way are marked as private on the as-built.,5660.86,1,3167650.35052449,1654052.57751805
364,670696STMH,1,PRIV,ACT,12/8/2008 12:00:00 AM,5,,5631.76,5631.56,,,,,6.44,,5638,1,3165977.2036083,1654061.76844455
365,1624055STMH,1,PRIV,ACT,,,,,,,,,,0,,5640.66894944,1,3169835.33992089,1654066.01285863
366,670752STMH,1,PRIV,ACT,12/8/2008 12:00:00 AM,5,,5635.22,5643.2,5635.12,,,,11.88,,5647,1,3166297.92836057,1654075.39243305
367,46753STMH,1,DPUB,ACT,,,,5634.88,5634.78,,,,,,,5642,1,3165900.25855222,1654077.16014604
368,46750STMH,1,DPUB,ACT,,,,5652.62,5652.8,5652.8,5652.8,,,,,5658,1,3166608.92150497,1654099.51607247
369,46749STMH,1,PRIV,ACT,,,,,,,,,,,,5589.75,1,3114992.4437014,1654101.63319421
370,621679STMH,1,FDST,ACT,2/12/2007 12:00:00 AM,,,5651.77,5651.87,,,,,8.23,,5660,1,3167652.17007464,1654104.11087956
371,670694STMH,1,PRIV,ACT,12/8/2008 12:00:00 AM,4,,5633,5634.8,5634.8,5632.8,,,6.2,,5639,1,3165950.65510498,1654117.26374038
372,46748STMH,1,DPUB,ACT,7/1/1978 12:00:00 AM,,,5214.77,5214.97,,,,,434.91,,5649.68,1,3169118.76130156,1654122.2614338
373,46747STMH,1,DPUB,ACT,1/17/1995 12:00:00 AM,,,5593,5592.75,,,,,4.72,,5597.47,1,3171280.99811882,1654133.4641673
374,48359STMH,1,PRIV,ACT,6/18/2003 12:00:00 AM,6,,5590.27,,,,,,9.5,,5598.5,1,3114299.99856398,1654148.57568564
375,1624022STMH,1,PRIV,ACT,12/20/2019 12:00:00 AM,4,5616.16,5606.01,5605.86,,,,,10.3,,5616,1,3170260.4847399,1654150.32404171
376,46743STMH,1,DPUB,ACT,1/17/1995 12:00:00 AM,,,5591.89,5588.36,,,,,8.79,,5597.15,1,3171280.38132215,1654153.46478346
377,46742STMH,1,DPUB,ACT,2/11/1983 12:00:00 AM,4,,5639,5638.57,5638.57,,,,,,5644.84,1,3111328.51533373,1654159.27415505
378,46740STMH,1,PRIV,ACT,,,,,,,,,,0,,5588.48,1,3115031.72577506,1654168.09894055
379,46738STMH,1,DPUB,ACT,,,,5659.45,5659.35,,,,,,,5662,1,3166873.81894106,1654174.64059412
380,670693STMH,1,PRIV,ACT,12/8/2008 12:00:00 AM,,,5633.9,5637.9,5633.7,,,,8.6,,5642.3,1,3165950.01599865,1654178.26066563
381,46737STMH,1,DPUB,ACT,,,,5636.9,,,,,,,,5644,1,3165890.72740331,1654179.82529505
382,696819STMH,1,PRIV,ACT,8/19/2009 12:00:00 AM,4,,5652.27,5654.1,5648.77,,,,8.63,,5657.4,1,3166712.8008904,1654195.46141863
383,46735STMH,1,DPUB,ACT,1/17/1995 12:00:00 AM,,,5585.61,5585.51,,,,,4.49,,5590,1,3171443.26387039,1654203.19139005
384,1403652STMH,1,PRIV,ACT,1/16/2014 12:00:00 AM,,,5650.71,5650.41,,,,,10.05,"As-built showed this manhole as existing,  but it did not show in GIS.  Added per project as-built PR-2011-069.",5660.46,1,3167582.57900648,1654224.49121621
385,46731STMH,1,DPUB,ACT,,,,5664.47,5664.47,5664.07,,,,,MANHOLE,5668.46,1,3167131.64979023,1654244.60502113
386,46730STMH,1,DPUB,ACT,5/12/1995 12:00:00 AM,,,5544.79,5544.78,,,,,7.4,,5550,1,3117802.43578482,1654246.57056838
387,46726STMH,1,PRIV,ACT,,,,,,,,,,,,5614,1,3170580.89617257,1654257.42487738
388,48357STMH,1,PRIV,ACT,6/18/2003 12:00:00 AM,6,,5587.1,5586.89,,,,,13.2,,5597.6,1,3114300.03399698,1654273.44584271
389,46721STMH,1,DPUB,ACT,2/11/1983 12:00:00 AM,4,,5640.98,,,,,,,,5648,1,3111174.44379148,1654279.89956996
390,46720STMH,1,DPUB,ACT,11/5/1981 12:00:00 AM,4,,5621.88,5621.65,,,,,,,5626,1,3112320.89523873,1654280.81656288
391,46718STMH,1,PRIV,ACT,,,,5637.05,5636.85,,,,,,,5649.13,1,3169180.00363314,1654302.05405322
392,46716STMH,1,DPUB,ACT,11/1/1971 12:00:00 AM,,,5571.07,5571.36,,,,,2.93,,5574,1,3171933.27962264,1654305.58094905
393,1623999STMH,1,PRIV,ACT,12/20/2019 12:00:00 AM,5,5631.88,5626.78,5626.78,5626.73,,,,5.15,,5630.74560413,1,3169954.28915806,1654308.17313546
394,670789STMH,1,PRIV,ACT,12/8/2008 12:00:00 AM,5,,5639.29,5644.18,5639.09,,,,16.81,,5655.9,1,3166408.15878314,1654312.18132955
395,670788STMH,1,PRIV,ACT,12/8/2008 12:00:00 AM,4,,5640.3,5645.21,5640.1,,,,13.94,,5654.04,1,3166325.16190189,1654312.87785046
