OBJECTID,FACILITYID,SUBTYPE,UNITTYPE,OWNER,LIFECYCLESTATUS,INSTALLDATE,DIAMETER_INCHES,FLAPGATE,TRASH_RACK,INVERT1,INVERT2,INVERT3,GROUNDELEVATION,ENABLED,x,y
3733,1217STOF,2,Headwall,DPUB,ACT,1/5/2000 12:00:00 AM,,,,5134.1,,,,1,3148315.00993015,1713389.58646846
3734,895105STOF,1,Flared End Section,DPUB,ACT,5/3/2016 12:00:00 AM,,,,5263.21,,,,1,3175554.20577973,1713393.65338947
3735,1207STOF,2,Headwall,DPUB,ACT,1/5/2000 12:00:00 AM,,,,5134.6,,,,1,3148336.15818182,1713394.76329538
3736,845941STOF,1,Flared End Section,DPUB,ACT,9/1/2014 12:00:00 AM,,,,5227.26,,,,1,3169341.25462298,1713396.76985306
3737,1195STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3195732.97808614,1713399.67962413
3738,1441968STOF,2,Headwall,DPUB,ACT,8/11/2015 12:00:00 AM,,,,,,,,1,3200540.56000639,1713406.17698647
3739,1441967STOF,2,Headwall,DPUB,ACT,8/11/2015 12:00:00 AM,,,,,,,,1,3200543.54753323,1713415.3534773
3740,1441969STOF,2,Headwall,DPUB,ACT,8/11/2015 12:00:00 AM,,,,,,,,1,3200472.69826548,1713423.46271305
3741,1441966STOF,2,Headwall,DPUB,ACT,8/11/2015 12:00:00 AM,,,,,,,,1,3200546.10855173,1713425.8101493
3742,1441970STOF,2,Headwall,DPUB,ACT,8/11/2015 12:00:00 AM,,,,,,,,1,3200475.89937456,1713433.27896638
3743,1169STOF,3,Other,PRIV,ACT,,,,,,,,,1,3180012.58433014,1713434.99418604
3744,1446120STOF,2,Headwall,DPUB,ACT,1/25/2013 12:00:00 AM,,,,5205.13,5204.58,5204.55,5208.58,1,3157444.62487298,1713440.74778347
3745,1441971STOF,2,Headwall,DPUB,ACT,8/11/2015 12:00:00 AM,,,,,,,,1,3200477.81997439,1713443.73596646
3746,823396STOF,2,Headwall,PRIV,ACT,8/23/2013 12:00:00 AM,,,,5179.26,,,5280.48,1,3131247.99124272,1713452.37177597
3747,1441916STOF,2,Headwall,DPUB,ACT,8/11/2015 12:00:00 AM,,,,,,,,1,3200480.96760589,1713454.47314972
3748,1133STOF,2,Headwall,DPUB,ACT,7/1/1973 12:00:00 AM,,,,,,,,1,3178058.56297573,1713459.70148571
3749,47849STOF,1,Flared End Section,DPUB,ACT,,,,,5358.32,,,,1,3207901.85007381,1713464.41932406
3750,886090STOF,1,Flaired End Section,PRIV,ACT,8/9/2016 12:00:00 AM,,,,5157.8,,,,1,3145666.0122754,1713485.52820572
3751,1676937STOF,3,Other,DPUB,ACT,4/30/2024 12:00:00 AM,,,,5130.3,,,,1,3147432.43754831,1713493.05542164
3752,708997STOF,3,Other,PRIV,ACT,,,,,,,,,1,3149628.00008631,1713500.1249613
3753,1114STOF,2,Headwall,DPUB,ACT,8/13/1998 12:00:00 AM,,,,5326.87,,,,1,3193717.65534514,1713501.36544438
3754,1113STOF,2,Headwall,DPUB,ACT,,,,,5327.12,,,,1,3193769.66738023,1713501.48978797
3755,1108STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3193934.02597539,1713502.48552088
3756,495817STOF,1,Flared End Section,PRIV,ACT,4/25/2006 12:00:00 AM,,,,5173.42,,,,1,3131113.48265348,1713530.43067497
3757,815100STOF,2,Headwall,DPUB,ACT,1/25/2013 12:00:00 AM,,,,5204.46,,,,1,3157475.04410347,1713542.91654238
3758,1085STOF,2,Headwall,PRIV,ACT,9/26/2001 12:00:00 AM,,,,,,,,1,3176616.87688273,1713545.79580171
3759,495813STOF,3,Other,PRIV,ACT,4/25/2006 12:00:00 AM,,,,5171.57,,,,1,3131128.28544539,1713549.5854923
3760,461683STOF,1,Flared End Section,DPUB,ACT,8/1/2004 12:00:00 AM,,,,5248.12,,,,1,3175234.70018515,1713549.92177771
3761,746585STOF,1,Flared End Section,PRIV,ACT,9/16/2011 12:00:00 AM,12,,,5307.36,,,,1,3190148.21104048,1713557.25936146
3762,895020STOF,1,Flared End Section,DPUB,ACT,5/3/2016 12:00:00 AM,,,,5239.02,,,,1,3174573.15098332,1713571.5697003
3763,461825STOF,1,Flared End Section,DPUB,ACT,8/1/2004 12:00:00 AM,,,,5236.22,,,,1,3173899.97975747,1713573.73603454
3764,463602STOF,2,Headwall,DPUB,ACT,8/13/1998 12:00:00 AM,,,,,,,,1,3196667.12155907,1713576.06477004
3765,838523STOF,1,Flared End Section,DPUB,ACT,3/1/2014 12:00:00 AM,,,,5232.91,,,,1,3172889.78459939,1713583.46108072
3766,838823STOF,2,Headwall,DPUB,ACT,3/1/2014 12:00:00 AM,,,,,,,,1,3173437.72280797,1713594.11952397
3767,1440165STOF,2,Headwall,DPUB,ACT,3/1/2014 12:00:00 AM,,,,,,,,1,3173572.10082006,1713594.33212197
3768,1682949STOF,1,Flaired End Section,DPUB,ACT,,,,,,,,,1,3209243.89332148,1713608.01943055
3769,1064STOF,2,Headwall,DPUB,ACT,,,,,5321.83,,,,1,3193055.07268082,1713609.65886296
3770,811147STOF,1,Flared End Section,PRIV,ACT,6/11/2012 12:00:00 AM,,,,5343.9,,,,1,3131291.60532872,1713612.06929122
3771,845845STOF,1,Flared End Section,DPUB,ACT,3/2/2015 12:00:00 AM,,,,5234.47,,,,1,3173161.17874165,1713614.46429954
3772,811148STOF,1,Flared End Section,PRIV,ACT,6/11/2012 12:00:00 AM,,,,5343.93,,,,1,3131316.72634147,1713617.44887364
3773,894931STOF,1,Flared End Section,DPUB,ACT,5/3/2016 12:00:00 AM,,,,5235.77,,,,1,3173654.93923706,1713622.1798353
3774,1061STOF,2,Headwall,DPUB,ACT,,,,,5321.58,,,,1,3193004.46517047,1713622.6247163
3775,894926STOF,1,Flared End Section,DPUB,ACT,5/3/2016 12:00:00 AM,,,,5236.49,,,,1,3173833.26466781,1713623.15588321
3776,894984STOF,1,Flared End Section,DPUB,ACT,5/3/2016 12:00:00 AM,,,,5239.16,,,,1,3174227.22516598,1713624.09912279
3777,859595STOF,1,Flared End Section,PRIV,ACT,6/11/2013 12:00:00 AM,,,,5358.38,,,,1,3134392.90883739,1713631.17916113
3778,746571STOF,1,Flared End Section,PRIV,ACT,9/16/2011 12:00:00 AM,18,,,5306.58,,,,1,3190098.40667814,1713642.83399346
3779,845843STOF,1,Flared End Section,DPUB,ACT,3/2/2015 12:00:00 AM,,,,5231.86,,,,1,3172668.87067114,1713647.24737047
3780,1460044STOF,3,Other,DPUB,ACT,12/19/2019 12:00:00 AM,,,,5269.25,,,,1,3178071.66334322,1713648.67354871
3781,859640STOF,3,Other,PRIV,ACT,6/11/2013 12:00:00 AM,,,,5360.97,,,,1,3134612.16003931,1713656.84183946
3782,483687STOF,1,Flared End Section,DPUB,ACT,2/23/2006 12:00:00 AM,,,,5320.77,,,,1,3195096.86420089,1713659.54065296
3783,1046STOF,2,Headwall,PRIV,ACT,11/20/2000 12:00:00 AM,,,,5141.95,,,,1,3149227.61046715,1713673.75584763
3784,1441249STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3178054.94060765,1713681.34277472
3785,1628663STOF,2,Headwall,PRIV,ACT,12/28/2020 12:00:00 AM,18,,,5199.02,,,,1,3143214.81934315,1713684.26665339
3786,889886STOF,1,Flared End Section,DPUB,ACT,3/2/2015 12:00:00 AM,,,,5230.8,,,,1,3172386.65141931,1713704.9395123
3787,495812STOF,3,Other,PRIV,ACT,4/25/2006 12:00:00 AM,,,,5167.37,,,,1,3130911.14874056,1713711.4493418
3788,1441248STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3178054.43535931,1713712.25413021
3789,859669STOF,3,Other,PRIV,ACT,6/11/2013 12:00:00 AM,,,,5360.31,,,,1,3134623.45726082,1713720.88108146
3790,859668STOF,3,Other,PRIV,ACT,6/11/2013 12:00:00 AM,,,,5359.9,,,,1,3134610.7804489,1713721.06644855
3791,1682935STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3209383.96489173,1713736.68485563
3792,1025STOF,2,Headwall,DPUB,ACT,,,,,5317.91,,,,1,3192570.15140656,1713737.05624597
3793,1677003STOF,1,Flaired End Section,DPUB,ACT,4/30/2024 12:00:00 AM,24,,,5131.03,,,,1,3147500.55486615,1713743.48733546
3794,1021STOF,2,Headwall,DPUB,ACT,,,,,5317.64,,,,1,3192517.31128915,1713751.19991846
3795,637448STOF,1,Flaired End Section,DPUB,ACT,10/22/2004 12:00:00 AM,,,,5339.5,,,,1,3200196.8146309,1713756.43186338
3796,846396STOF,1,Flared End Section,DPUB,ACT,3/2/2015 12:00:00 AM,,,,5232.01,,,,1,3172349.29421057,1713758.28192531
3797,746566STOF,1,Flared End Section,PRIV,ACT,9/16/2011 12:00:00 AM,18,,,5305.19,,,,1,3189933.09532897,1713762.40494855
3798,1015STOF,2,Headwall,DPUB,ACT,7/18/1997 12:00:00 AM,,,,5312.58,,,,1,3191926.37382273,1713767.54503013
3799,485750STOF,1,Flared End Section,PRIV,ACT,2/7/2006 12:00:00 AM,,,,5383.92,,,,1,3211355.67387481,1713772.67297263
3800,1682934STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3209522.06796198,1713786.60732797
3801,1628614STOF,2,Headwall,PRIV,ACT,12/28/2020 12:00:00 AM,36,,,5198.35,,,,1,3143123.02621965,1713789.5810753
3802,1003STOF,2,Headwall,DPUB,ACT,7/1/1963 12:00:00 AM,,,,5311.86,,,,1,3191854.53341523,1713792.64012431
3803,1628613STOF,1,Flaired End Section,OCCD,ACT,,,,,,,,,1,3143113.67486039,1713801.66602488
3804,1441915STOF,2,Headwall,DPUB,ACT,10/22/2004 12:00:00 AM,,,,5337.7,,,,1,3199988.0552059,1713819.6105428
3805,874244STOF,1,Flared End Section,DPUB,ACT,6/1/2013 12:00:00 AM,,,,5225.2,,,,1,3169776.90467031,1713834.03800738
3806,495721STOF,1,Flared End Section,PRIV,ACT,5/4/2006 12:00:00 AM,,,,5361.22,,,,1,3208525.42133322,1713846.05537181
3807,637274STOF,2,Headwall,DPUB,ACT,10/22/2004 12:00:00 AM,,,,5337.4,,,,1,3199893.00585531,1713852.93167038
3808,461309STOF,1,Flared End Section,PRIV,ACT,5/28/2004 12:00:00 AM,,,,5358.27,,,,1,3207427.30443498,1713864.83354947
3809,984STOF,2,Headwall,PRIV,ACT,11/20/2000 12:00:00 AM,,,,5132.29,,,,1,3148305.32687865,1713865.05336531
3810,983STOF,2,Headwall,PRIV,ACT,11/20/2000 12:00:00 AM,,,,5133.65,,,,1,3148381.91662048,1713868.81451263
3811,981STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3149520.17484264,1713870.6557163
3812,615822STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3149520.7663769,1713877.70721138
3813,748704STOF,1,Flared End Section,DPUB,ACT,,,,,5147,,,,1,3153988.94051139,1713890.14091355
3814,1444389STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3199769.00774373,1713894.20881879
3815,974STOF,2,Headwall,DPUB,ACT,,,,,5125.38,,,,1,3149533.5635954,1713894.69142938
3816,637452STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3199669.23366506,1713929.35310547
3817,1683004STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3146464.65995631,1713933.66772938
3818,1682989STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3146284.32140623,1713944.95248371
3819,889881STOF,1,Flared End Section,DPUB,ACT,3/2/2015 12:00:00 AM,,,,5230.8,,,,1,3172029.84701481,1713946.46757255
3820,959STOF,1,Flared End Section,PRIV,ACT,11/20/2000 12:00:00 AM,,,,5130.47,,,,1,3148218.82606739,1713948.10733305
3821,1682927STOF,1,Flaired End Section,PRIV,ACT,,,,,,,,,1,3182022.7837218,1713950.71165855
3822,955STOF,1,Flared End Section,PRIV,ACT,,,,,5271.01,,,,1,3179968.85475881,1713962.24739663
3823,944STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3134091.17682931,1713976.6712523
3824,940STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3134134.82995723,1713980.35628431
3825,885992STOF,1,Flared End Section,PRIV,ACT,8/9/2016 12:00:00 AM,48,,,5173.28,,,,1,3145632.70033415,1713986.59774163
3826,1628618STOF,1,Flaired End Section,OCCD,ACT,,,,,,,,,1,3142961.16433865,1713992.21551254
3827,922STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3148585.8427218,1714006.62952572
3828,1501482STOF,1,Flaired End Section,PRIV,ACT,8/24/2018 12:00:00 AM,,0,0,5344.44,,,5344.44,1,3134206.89674222,1714006.85688746
3829,919STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3191495.91175714,1714008.24533613
3830,914STOF,2,Headwall,PRIV,ACT,,,,,5177.8,,,,1,3156615.38178082,1714018.81552497
3831,910STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3133927.5849649,1714032.8601163
3832,890STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3191332.17586415,1714076.58345404
3833,884STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3133988.5612209,1714088.0922893
3834,882STOF,2,Headwall,DPUB,ACT,4/30/2002 12:00:00 AM,,,,,,,,1,3196476.09635057,1714095.78420305
3835,463674STOF,1,Flared End Section,DPUB,ACT,6/27/2003 12:00:00 AM,,,,5328.34,,,,1,3197701.44691823,1714166.95761713
3836,838STOF,2,Headwall,DPUB,ACT,,,,,5127.08,,,,1,3148352.85532689,1714176.60162671
3837,831STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3190827.56040356,1714200.81614521
3838,1420542STOF,3,Other,PRIV,ACT,3/28/2014 12:00:00 AM,,,,,,,,1,3176035.62082739,1714201.42703637
3839,830STOF,2,Headwall,PRIV,ACT,7/1/1973 12:00:00 AM,,,,,,,,1,3178251.24139614,1714202.30465929
3840,486517STOF,1,Flared End Section,PRIV,ACT,2/7/2006 12:00:00 AM,,,,5384.28,,,,1,3211391.82833005,1714208.18588114
3841,413873STOF,1,Flared End Section,PRIV,ACT,10/10/2002 12:00:00 AM,,,,5407.88,,,,1,3213328.43108414,1714211.77084771
3842,1420468STOF,1,Flaired End Section,PRIV,ACT,3/28/2014 12:00:00 AM,,,,,,,,1,3176293.86703005,1714212.27773647
3843,699330STOF,1,Flared End Section,DPUB,ACT,,,,,,,,,1,3148596.20490581,1714213.21277396
3844,829STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3190776.32395747,1714213.92176205
3845,823STOF,2,Headwall,DPUB,ABND,,,,,,,,,0,3134292.75943139,1714228.91976355
3846,1503273STOF,1,Flaired End Section,PRIV,ACT,8/24/2018 12:00:00 AM,42,0,0,5328.39,,,5328.49,1,3133537.32524672,1714236.25603497
3847,699329STOF,1,Flared End Section,DPUB,ACT,6/16/2009 12:00:00 AM,,,,5129.94,,,,1,3148486.98957306,1714236.75603397
3848,846006STOF,1,Flared End Section,DPUB,ACT,9/1/2014 12:00:00 AM,,,,5225.39,,,,1,3169448.60086498,1714244.03357847
3849,1501398STOF,1,Flaired End Section,DGEN,ACT,3/9/2001 12:00:00 AM,,,,,,,,1,3152657.66495873,1714247.3872463
3850,1420471STOF,1,Flaired End Section,PRIV,ACT,3/28/2014 12:00:00 AM,,,,,,,,1,3176129.37063989,1714256.33145413
3851,1503279STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3133568.44395089,1714256.5565193
3852,1420521STOF,3,Other,PRIV,ACT,3/28/2014 12:00:00 AM,,,,,,,,1,3176353.54604456,1714261.9738313
3853,816STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3133979.20428422,1714261.9954848
3854,1420524STOF,3,Other,PRIV,ACT,3/28/2014 12:00:00 AM,,,,,,,,1,3176344.21437031,1714263.27599405
3855,885990STOF,1,Flared End Section,PRIV,ACT,8/9/2016 12:00:00 AM,42,,,5181,,,,1,3145590.84510289,1714276.66179405
3856,461145STOF,1,Flaired End Section,PRIV,ACT,5/28/2004 12:00:00 AM,,,,5352.84,,,,1,3205997.2872819,1714286.25888771
3857,1440187STOF,2,Headwall,DPUB,ACT,3/2/2015 12:00:00 AM,,,,,,,,1,3171501.71093197,1714288.54497238
3858,1420477STOF,1,Flaired End Section,PRIV,ACT,3/28/2014 12:00:00 AM,,,,,,,,1,3176353.98009881,1714290.4029083
3859,1440182STOF,2,Headwall,DPUB,ACT,3/2/2015 12:00:00 AM,,,,,,,,1,3171760.99486223,1714290.97705413
3860,1479052STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3207106.99930131,1714301.39730889
3861,1479050STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3207264.81164972,1714302.69947164
3862,1440186STOF,2,Headwall,DPUB,ACT,3/2/2015 12:00:00 AM,,,,,,,,1,3171440.78651315,1714313.52851821
3863,1420407STOF,1,Flaired End Section,PRIV,ACT,3/28/2014 12:00:00 AM,,,,,,,,1,3176155.6619259,1714313.63416106
3864,1440194STOF,1,Flaired End Section,DPUB,ACT,9/10/2015 12:00:00 AM,24,,,5227,,,,1,3169455.10971023,1714314.86086464
3865,748562STOF,3,Other,PRIV,ACT,12/1/2011 12:00:00 AM,,,,5325.96,,,,1,3194349.72101015,1714317.87102921
3866,748565STOF,3,Other,PRIV,ACT,12/1/2011 12:00:00 AM,,,,5325.89,,,,1,3194355.12323031,1714317.87102921
3867,1479051STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3207106.47830498,1714321.97010238
3868,1479049STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3207264.55115156,1714322.75159688
3869,1616836STOF,1,Flaired End Section,PRIV,ACT,,12,,,,,,,1,3133660.13536856,1714327.62822755
3870,1501400STOF,1,Flaired End Section,DGEN,ACT,3/9/2001 12:00:00 AM,,,,5144.91,,,,1,3152731.2205859,1714333.36082762
3871,1420545STOF,3,Other,PRIV,ACT,3/28/2014 12:00:00 AM,,,,,,,,1,3176138.2682599,1714335.1075433
3872,1682913STOF,1,Flaired End Section,PRIV,ACT,,,,,,,,,1,3182105.18250714,1714335.46318564
3873,419268STOF,2,Headwall,DPUB,ACT,4/3/2003 12:00:00 AM,,,,,,,,1,3195477.44513264,1714338.1685608
3874,556227STOF,1,Flaired End Section,NDPUB,ACT,8/30/2006 12:00:00 AM,,,,5350.16,,,,1,3207329.0661144,1714338.7039928
3875,1682886STOF,1,Flaired End Section,PRIV,ACT,,,,,,,,,1,3182360.04288982,1714338.7748588
3876,746559STOF,3,Other,PRIV,ACT,9/16/2011 12:00:00 AM,,,,5301.17,,,,1,3190274.05035573,1714339.54388613
3877,1682904STOF,1,Flaired End Section,PRIV,ACT,,,,,,,,,1,3182202.97463439,1714340.22826797
3878,792STOF,1,Flared End Section,PRIV,ACT,,,,,5268.85,,,,1,3180452.31868689,1714341.37655963
3879,791STOF,1,Flared End Section,PRIV,ACT,10/1/1980 12:00:00 AM,,,,5268.73,,,,1,3180046.82113831,1714344.55929604
3880,1682895STOF,1,Flaired End Section,PRIV,ACT,,,,,,,,,1,3182356.46514106,1714347.4716918
3881,1440183STOF,2,Headwall,DPUB,ACT,3/2/2015 12:00:00 AM,,,,,,,,1,3171820.96160582,1714350.85652755
3882,748575STOF,3,Other,PRIV,ACT,12/1/2011 12:00:00 AM,,,,5325.72,,,,1,3194250.34719315,1714355.22495714
3883,687491STOF,3,Other,PRIV,ACT,7/29/2004 12:00:00 AM,,,,,,,,1,3156860.50465015,1714356.88013755
3884,785STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3181375.49039698,1714360.75775446
3885,779STOF,2,Headwall,PRIV,ACT,10/1/1980 12:00:00 AM,,,,,,,,1,3181777.56439598,1714366.86240105
3886,461203STOF,1,Flaired End Section,DPUB,ACT,5/28/2004 12:00:00 AM,,,,5353.07,,,,1,3206042.20189023,1714368.20065297
3887,775STOF,2,Headwall,PRIV,ACT,10/1/1980 12:00:00 AM,,,,,,,,1,3181968.54170431,1714369.02709489
3888,773STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3181603.93088497,1714369.96869405
3889,772STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3181413.79478231,1714373.73180988
3890,1503276STOF,1,Flaired End Section,PRIV,ACT,,,,0,5324.6,,,,1,3133521.88367656,1714381.71538971
3891,758STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3190073.49498256,1714390.09595038
3892,1423550STOF,2,Headwall,PRIV,ACT,4/29/2013 12:00:00 AM,,,,,,,,1,3179229.65249707,1714391.8751463
3893,1420404STOF,1,Flaired End Section,PRIV,ACT,3/28/2014 12:00:00 AM,,,,,,,,1,3176070.41898614,1714394.88399854
3894,1616832STOF,2,Headwall,PRIV,ACT,2/12/2018 12:00:00 AM,,,,,,,,1,3133482.29648539,1714396.99718329
3895,748682STOF,1,Flared End Section,DPUB,ACT,,,,,,,,,1,3154176.4361994,1714400.80196571
3896,739STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3190002.10208073,1714406.45943472
3897,1501401STOF,1,Flaired End Section,DGEN,ACT,3/9/2001 12:00:00 AM,,,,,,,,1,3152823.8854268,1714408.88167396
3898,1440189STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3170380.44775456,1714424.31865096
3899,692807STOF,1,Flaired End Section,PRIV,ACT,10/19/2009 12:00:00 AM,12,,,5330.35,,,,1,3134433.5721419,1714427.74154438
3900,1440188STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3170472.84947264,1714437.77170804
3901,718STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3179855.10268973,1714449.63946646
3902,717STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3179926.01626182,1714453.00658572
3903,714STOF,2,Headwall,DPUB,ACT,,,,,5286.66,5285.8,,,1,3186707.49187206,1714455.40257829
3904,705STOF,1,Flaired End Section,PRIV,ACT,,,,,,,,,1,3179752.41391873,1714471.4990028
3905,555803STOF,1,Flaired End Section,NDPUB,ACT,8/30/2006 12:00:00 AM,,,,5351.84,,,,1,3207292.54026881,1714475.48423105
3906,692809STOF,2,Headwall,PRIV,ACT,10/19/2009 12:00:00 AM,,,,5329.52,,,,1,3134361.80128807,1714502.94775879
3907,845742STOF,1,Flared End Section,DPUB,ACT,3/2/2015 12:00:00 AM,,,,5232.02,,,,1,3172032.51630081,1714518.19018239
3908,461165STOF,1,Flaired End Section,PRIV,ACT,5/28/2004 12:00:00 AM,,,,5351.13,,,,1,3205845.68423864,1714533.87519038
3909,694868STOF,1,Flared End Section,DPUB,ACT,7/6/2009 12:00:00 AM,60,,,5150.06,,,,1,3154357.46274023,1714542.98967347
3910,885984STOF,1,Flared End Section,PRIV,ACT,8/9/2016 12:00:00 AM,18,,,5185,,,,1,3145429.82770839,1714552.15894647
3911,617260STOF,1,Flared End Section,DPUB,ACT,3/3/2005 12:00:00 AM,,,,,,,,1,3159736.48610289,1714555.28787722
3912,678STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3189295.3128119,1714581.85573746
3913,748692STOF,1,Flared End Section,DPUB,ACT,,,,,,,,,1,3153866.58117606,1714590.24318789
3914,676STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3189245.51501122,1714594.10505679
3915,47848STOF,1,Flared End Section,PRIV,ACT,,,,,5322.24,,,,1,3196171.54151347,1714595.76187763
3916,671STOF,3,Other,DPUB,ACT,,,,,5263.03,,,,1,3178051.54264857,1714613.5794273
3917,1400764STOF,1,Flaired End Section,NDPUB,ACT,12/16/2016 12:00:00 AM,18,,,5351,,,,1,3206635.43954889,1714615.39208771
3918,669STOF,2,Headwall,DPUB,ACT,,,,,5263.9,,,,1,3178229.28638756,1714616.52069438
3919,692796STOF,2,Headwall,PRIV,ACT,10/19/2009 12:00:00 AM,,,,5326.92,,,,1,3134385.14769806,1714617.70966838
3920,484741STOF,1,Flared End Section,DPUB,ACT,8/9/2005 12:00:00 AM,,,,5326.13,,,,1,3196780.38511206,1714620.08433555
3921,1400761STOF,1,Flaired End Section,NDPUB,ACT,12/16/2016 12:00:00 AM,24,,,,5349.1,,,1,3206569.47806664,1714621.89404322
3922,47847STOF,1,Flared End Section,PRIV,ACT,,,,,5320.6,,,,1,3195439.29068139,1714697.62683138
3923,584STOF,2,Headwall,DPUB,ACT,,,,,5128.04,,,,1,3149858.41465172,1714734.07688971
3924,1400757STOF,1,Flaired End Section,NDPUB,ACT,12/16/2016 12:00:00 AM,18,,,5351.1,,,,1,3206640.21873881,1714735.45418355
3925,472244STOF,1,Flared End Section,DPUB,ACT,10/26/2004 12:00:00 AM,,,,5325.36,,,,1,3196675.79444198,1714736.5398113
3926,484726STOF,1,Flared End Section,DPUB,ACT,,,,,,,,,1,3197548.79105556,1714756.24318397
3927,622STOF,2,Headwall,PRIV,ACT,8/21/1996 12:00:00 AM,,,,,,,,1,3148547.56753589,1714765.11586963
3928,748337STOF,1,Flared End Section,PRIV,ACT,12/1/2011 12:00:00 AM,,,,5321.9,,,,1,3195162.80632623,1714777.68507022
3929,461451STOF,1,Flaired End Section,DPUB,ACT,5/28/2004 12:00:00 AM,,,,5344.37,,,,1,3205809.72171214,1714784.98328397
3930,471809STOF,2,Headwall,DPUB,ACT,8/20/2003 12:00:00 AM,,,,5327.03,,,,1,3197554.11945698,1714791.02625088
3931,1446040STOF,2,Headwall,DPUB,ACT,8/20/2003 12:00:00 AM,,,,5327.42,,,,1,3197624.64031331,1714797.40615939
3932,581STOF,2,Headwall,PRIV,ACT,8/11/1997 12:00:00 AM,18,,,5170.35,,,,1,3157000.75141689,1714802.79788089
3933,845542STOF,1,Flared End Section,DPUB,ACT,3/2/2015 12:00:00 AM,,,,5234.08,,,,1,3172818.48552939,1714834.38738464
3934,885967STOF,1,Flared End Section,PRIV,ACT,8/9/2016 12:00:00 AM,36,,,5185,,,,1,3145191.91184564,1714841.26138663
3935,571STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3178377.44160306,1714847.31747688
3936,1441224STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3178035.37929507,1714878.22719197
3937,494469STOF,1,Flared End Section,PRIV,ACT,6/9/2004 12:00:00 AM,,,,5317.79,,,,1,3196436.10266414,1714895.21567506
3938,494481STOF,1,Flared End Section,PRIV,ACT,6/9/2004 12:00:00 AM,,,,5320.61,,,,1,3196406.36289422,1714898.30917279
3939,748342STOF,1,Flared End Section,PRIV,ACT,12/1/2011 12:00:00 AM,,,,5319.13,,,,1,3195372.48602498,1714898.32196805
3940,537STOF,2,Headwall,DPUB,ACT,,,,,5290.24,5289.71,,,1,3187960.97722597,1714913.33178055
3941,497797STOF,1,Flared End Section,DPUB,ACT,,,,,,,,,1,3168135.39614232,1714914.59030822
3942,497798STOF,1,Flared End Section,DPUB,ACT,,,,,,,,,1,3168144.6700739,1714920.55256663
3943,1441223STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3178034.59025465,1714926.50662297
3944,518STOF,2,Headwall,DPUB,ACT,1/1/1983 12:00:00 AM,,,,5151.86,,,,1,3154674.18520389,1714938.79957739
3945,1440181STOF,2,Headwall,DPUB,ACT,7/9/2015 12:00:00 AM,,,,,,,,1,3173087.58768147,1714939.20311989
3946,1446085STOF,2,Headwall,DPUB,ACT,4/3/2003 12:00:00 AM,,,,5317.56,,,,1,3195404.74252215,1714953.09876138
3947,885927STOF,1,Flared End Section,PRIV,ACT,8/9/2016 12:00:00 AM,30,,,5185.53,,,,1,3144921.23850247,1714956.86318955
3948,699298STOF,2,Headwall,DPUB,ACT,6/16/2009 12:00:00 AM,,,,5132.07,5131.99,,,1,3147590.1836239,1714974.35888946
3949,699299STOF,2,Headwall,DPUB,ACT,6/16/2009 12:00:00 AM,,,,5131.47,5130.96,,,1,3147653.18349789,1714974.53408596
