OBJECTID,FACILITYID,SUBTYPE,UNITKIND,OWNER,LIFECYCLESTATUS,INSTALLDATE,LENGTH,MULTIINLETCOUNT,RIM_ELEV,INVERT1,INVERT2,GROUNDELEVATION,ENABLED,x,y
12747,693364STIL,99,OTHR,DPKS,ACT,,,,,5389.45,,,1,3171265.88988131,1686984.89518346
12748,1631782STIL,1,OTHR,PRIV,ACT,9/15/2022 12:00:00 AM,,1,5398.62,5394.92,,,1,3166996.1543263,1686986.44045596
12749,30082STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3148946.53163297,1686988.79839088
12750,30081STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3148623.67991647,1686989.62023963
12751,1613112STIL,1,NO16,PRIV,ACT,8/26/2019 12:00:00 AM,,1,5266.9,5264.9,,,1,3143827.3053229,1686991.24425213
12752,30079STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3149275.60184097,1686991.37811013
12753,30074STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3149982.1827769,1686995.86366546
12754,643918STIL,98,UNKN,PRIV,ACT,1/6/2009 12:00:00 AM,,1,5284.88,5382.87,,,1,3172611.20969723,1686997.35217954
12755,30073STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3149599.19043264,1686997.4830848
12756,694396STIL,2,NO14,DPUB,ACT,5/20/2009 12:00:00 AM,6,2,5395.72,5391.35,5391.33,,1,3170442.13037398,1686997.57855704
12757,30071STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3150072.1668489,1686998.4338703
12758,407062STIL,2,NO14,PRIV,ACT,12/30/1899 12:00:00 AM,,2,,5393.27,,,1,3167788.25444815,1686998.87120537
12759,30070STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3150367.5166519,1687000.56280304
12760,30069STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3154124.1981149,1687001.01522997
12761,30068STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3150459.81272714,1687001.40696147
12762,30067STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3154075.67130907,1687002.84265414
12763,30066STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3149690.25980431,1687004.64908096
12764,30064STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3135375.07353973,1687005.75767455
12765,30063STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3150982.71128765,1687006.10347438
12766,1631783STIL,1,OTHR,PRIV,ACT,9/15/2022 12:00:00 AM,,1,5398.76,5394.83,,,1,3166995.63332997,1687006.23208305
12767,30062STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3148578.62193573,1687006.80622888
12768,30061STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3135428.09279065,1687006.9141683
12769,1631682STIL,1,OTHR,PRIV,ACT,9/15/2022 12:00:00 AM,,1,5397.61,5396.26,,,1,3166824.81247739,1687007.8354263
12770,566246STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3164956.70958631,1687009.30458346
12771,30056STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3164988.58583489,1687009.54769322
12772,747091STIL,1,UNKN,DPUB,ACT,1/6/2010 12:00:00 AM,,,5214.47,5210.91,,,1,3138059.25255457,1687010.41416129
12773,30055STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3151353.52878748,1687010.69073555
12774,1631648STIL,1,OTHR,PRIV,ACT,9/15/2022 12:00:00 AM,,1,5396.09,5396.09,5396.09,,1,3166815.44602631,1687011.51980214
12775,1631681STIL,1,OTHR,PRIV,ACT,9/15/2022 12:00:00 AM,,1,5397.36,5396.33,,,1,3166797.72919823,1687012.00208463
12776,635658STIL,99,OTHR,DPKS,ACT,11/21/2003 12:00:00 AM,,1,,5387.87,5387.77,,1,3171873.76727448,1687012.87741096
12777,462942STIL,3,NO16,PRIV,ACT,9/16/2004 12:00:00 AM,,1,,5307,,,1,3153096.42425181,1687014.77077988
12778,30052STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3150945.11949931,1687019.17333013
12779,1463743STIL,3,NO16,DPUB,ACT,,,2,,,,,1,3148912.36798739,1687021.28782721
12780,30048STIL,98,UNKN,PRIV,ACT,,,1,,5394.14,,,1,3167946.50085081,1687022.05652647
12781,643977STIL,98,UNKN,DPKS,ACT,1/6/2009 12:00:00 AM,,1,5385.39,5384.14,,,1,3172432.18315239,1687022.49812663
12782,30047STIL,2,NO14,PRIV,ACT,,,2,,5394.96,,,1,3167872.91996123,1687027.73466471
12783,47496STIL,3,NO16,PRIV,ACT,11/20/2002 12:00:00 AM,,1,,5390.82,,,1,3169076.00843431,1687028.38230121
12784,1631634STIL,1,NO14,PRIV,ACT,9/15/2022 12:00:00 AM,6,2,5397.67,5395.75,,,1,3166704.34355822,1687028.39936155
12785,1631795STIL,2,NO14,PRIV,ACT,12/18/2019 12:00:00 AM,6,2,5397.95,5392.25,,,1,3167014.37968357,1687032.09062713
12786,1631814STIL,2,NO14,DPUB,ACT,12/18/2019 12:00:00 AM,6,2,5398.2,5392.13,,,1,3167056.25164706,1687032.98563847
12787,1631638STIL,2,NO14,DPUB,ACT,12/18/2019 12:00:00 AM,6,2,5397.52,5393.2,,,1,3166568.33694048,1687033.44298664
12788,1631639STIL,2,NO14,DPUB,ACT,12/18/2019 12:00:00 AM,6,2,5397.54,5393.09,5392.92,,1,3166602.73352523,1687033.76877338
12789,30026STIL,98,UNKN,PRIV,ACT,,,1,,5389.07,,,1,3168363.58334997,1687037.04370122
12790,693326STIL,1,NO16,DPUB,ACT,10/8/1999 12:00:00 AM,,1,5391.68,5386.75,,,1,3171822.9028749,1687039.74415514
12791,813766STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3168286.27149673,1687040.05944322
12792,30040STIL,98,UNKN,PRIV,ACT,,,1,,5392.96,,,1,3167977.51128748,1687040.06928572
12793,30039STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3165017.41517356,1687042.13916346
12794,1601010STIL,1,NO13,DPUB,ACT,,,1,,,,,1,3148151.20317115,1687043.15556563
12795,1636195STIL,2,NO14,PRIV,ACT,7/7/2021 12:00:00 AM,9,3,5399.51,5395.95,,,1,3167221.7605024,1687044.38850279
12796,635660STIL,99,OTHR,DPKS,ACT,11/21/2003 12:00:00 AM,,1,,5387.49,5387.33,,1,3171915.86758398,1687044.74250472
12797,1631646STIL,1,OTHR,PRIV,ACT,9/15/2022 12:00:00 AM,,1,5397.43,5396.23,,,1,3166823.50178447,1687045.07518122
12798,1631671STIL,1,OTHR,PRIV,ACT,9/15/2022 12:00:00 AM,,1,5397.87,5396.66,5396.66,,1,3166852.79011174,1687045.08535179
12799,1631670STIL,1,OTHR,PRIV,ACT,9/15/2022 12:00:00 AM,,1,5397.87,5396.77,5396.77,,1,3166873.7100174,1687045.09256963
12800,1631669STIL,1,OTHR,PRIV,ACT,9/15/2022 12:00:00 AM,,1,5398.05,5397.04,,,1,3166894.76903039,1687045.09978746
12801,643976STIL,99,OTHR,DPKS,ACT,1/6/2009 12:00:00 AM,,1,,5384.07,5384.12,,1,3172379.29546289,1687047.00365505
12802,30034STIL,98,UNKN,DPUB,ACT,,,1,,5384.04,,,1,3157291.84499481,1687050.18114214
12803,30030STIL,3,UNKN,DPUB,ACT,3/6/2002 12:00:00 AM,,1,,,,,1,3157373.25296848,1687050.7014823
12804,30028STIL,98,UNKN,PRIV,ACT,2/1/1976 12:00:00 AM,,1,,,,,1,3152987.28831522,1687053.00889239
12805,848214STIL,2,NO14,DPUB,ACT,5/30/2014 12:00:00 AM,6,2,5393.73,5390,,,1,3165277.82508582,1687056.04956871
12806,30023STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3153144.91824931,1687056.97246714
12807,30020STIL,98,NO14,DPUB,ACT,,6,2,5394.65,5391.3,,,1,3165574.44096239,1687057.98657271
12808,47495STIL,3,NO16,PRIV,ACT,,,1,,5391.05,,,1,3169041.40417281,1687059.13092738
12809,30019STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3126471.42730506,1687059.40684547
12810,30018STIL,98,UNKN,DPUB,ACT,,,2,,,,,1,3165810.43655339,1687059.5557953
12811,47490STIL,98,UNKN,PRIV,ACT,11/20/2002 12:00:00 AM,,1,,5391.36,,,1,3169148.80651706,1687061.69555479
12812,30015STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3166110.2646939,1687062.06530471
12813,30012STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3166546.80778407,1687064.96556138
12814,801763STIL,1,C,DPUB,ACT,3/8/2012 12:00:00 AM,,1,5444.19,5436.56,5436.65,,1,3177027.8019139,1687065.05939321
12815,801785STIL,1,C,NDPUB,ACT,3/8/2012 12:00:00 AM,,,5445.2,5437.91,5438.16,,1,3177272.9018174,1687065.05939321
12816,801787STIL,1,UNKN,NDPUB,ACT,3/8/2012 12:00:00 AM,,,5442.7,5439.54,5439.71,,1,3177582.50191998,1687065.05939321
12817,693327STIL,1,NO16,DPUB,ACT,10/8/1999 12:00:00 AM,,1,5391.67,5387.76,,,1,3171815.67421481,1687065.5951533
12818,643917STIL,99,OTHR,PRIV,ACT,1/6/2009 12:00:00 AM,,1,5384.81,5382.06,5382.2,,1,3172686.98677665,1687065.63025822
12819,30009STIL,98,UNKN,DPUB,ACT,,,2,,,,,1,3166918.66596423,1687067.18274854
12820,30006STIL,98,UNKN,DPUB,ACT,,,2,,,,,1,3167238.54360531,1687069.01607822
12821,693365STIL,99,OTHR,DPKS,ACT,,,,,5389.03,5389.03,,1,3171156.25591423,1687073.55937621
12822,694546STIL,2,NO14,PRIV,ACT,6/19/2009 12:00:00 AM,,2,5394.35,5389.67,,,1,3170900.58254106,1687073.63417922
12823,635662STIL,99,OTHR,DPKS,ACT,11/21/2003 12:00:00 AM,,1,,5386.99,5386.95,,1,3171958.47609456,1687077.42616639
12824,29997STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3152451.31661814,1687077.77557513
12825,29996STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3126509.24284624,1687077.82511571
12826,29994STIL,98,UNKN,DPUB,ACT,,,2,,,,,1,3136924.56027015,1687078.19978689
12827,29987STIL,98,UNKN,PRIV,ACT,7/1/1965 12:00:00 AM,,1,,5294.14,,,1,3167991.92103556,1687081.63383514
12828,643975STIL,99,OTHR,DPKS,ACT,1/6/2009 12:00:00 AM,,1,5385.92,5383.96,5383.9,,1,3172384.36697507,1687081.63416322
12829,693373STIL,99,OTHR,DPKS,ACT,,,1,,5384.34,,,1,3171624.96659099,1687083.82904072
12830,814745STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3168120.73803514,1687086.73225014
12831,47503STIL,3,NO16,PRIV,ACT,11/20/2002 12:00:00 AM,,1,,5391.56,,,1,3168552.95009723,1687090.20107521
12832,694532STIL,1,NO16,PRIV,ACT,6/19/2009 12:00:00 AM,,1,5392.75,5389.47,,,1,3170990.67422439,1687092.65284197
12833,29979STIL,2,NO14,DPUB,ACT,,,3,,,,,1,3127789.75111198,1687097.07999846
12834,29978STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3165269.66630948,1687099.43301213
12835,29951STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3125724.75622623,1687099.92448096
12836,29975STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3165574.74509564,1687101.11607963
12837,29974STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3165810.71542422,1687103.0458658
12838,29973STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3166110.48418164,1687104.70301472
12839,635696STIL,1,UNKN,DPKS,ACT,11/21/2003 12:00:00 AM,,1,,5386.71,5386.71,,1,3171996.11414264,1687104.73254222
12840,29972STIL,98,UNKN,DPUB,ACT,,,3,,,,,1,3127827.77104907,1687106.23188305
12841,29971STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3166547.81828073,1687107.79388779
12842,29969STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3166917.81065097,1687110.27091697
12843,29967STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3167237.12661339,1687112.51106997
12844,29962STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3164997.73082973,1687121.37128846
12845,892126STIL,3,NO16,DPUB,ACT,8/4/2015 12:00:00 AM,,2,,,,,1,3152185.02515598,1687121.7485843
12846,635664STIL,99,OTHR,DPKS,ACT,11/21/2003 12:00:00 AM,,1,,5386.96,,,1,3172020.25024922,1687121.86735046
12847,1614018STIL,2,NO14,DPUB,ACT,9/1/2022 12:00:00 AM,6,2,5233.73,5230.16,,,1,3139822.59089139,1687126.16228938
12848,495836STIL,2,NO14,DPUB,ACT,,,2,,5387.9,,,1,3168345.97577365,1687130.80434047
12849,29958STIL,98,UNKN,DPUB,ACT,,,3,,,,,1,3126472.6608984,1687132.34862871
12850,801792STIL,2,NO14,NDPUB,ACT,3/8/2012 12:00:00 AM,,2,,,,,1,3177672.03684589,1687133.29613338
12851,693121STIL,1,NO16,DPKS,ACT,10/8/1999 12:00:00 AM,,1,,5389.3,,,1,3170995.86089382,1687135.55465905
12852,747932STIL,3,NO16,PRIV,ACT,9/9/2011 12:00:00 AM,,1,5312.7,5309.8,5310.82,,1,3153735.59226482,1687137.99527097
12853,747934STIL,3,NO16,PRIV,ACT,9/9/2011 12:00:00 AM,,1,5312.72,5309.92,5310.82,,1,3153773.40288472,1687137.99527097
12854,694548STIL,2,NO14,DPKS,ACT,6/19/2009 12:00:00 AM,,2,,5389.32,,,1,3170992.64436482,1687139.38273539
12855,29950STIL,3,UNKN,PRIV,ACT,,,1,,,,,1,3153442.35006915,1687143.75641429
12856,643974STIL,99,OTHR,DPKS,ACT,1/6/2009 12:00:00 AM,,1,5385.71,5383.41,5383.36,,1,3172402.64449756,1687144.01166314
12857,29947STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3153396.04045048,1687144.91848546
12858,47502STIL,3,NO16,PRIV,ACT,11/20/2002 12:00:00 AM,,1,,5390.83,,,1,3168506.15393098,1687146.22885031
12859,694410STIL,2,NO14,DPUB,ACT,,6,2,5393.6,5389.25,5389.23,,1,3170772.26882131,1687146.92209038
12860,29944STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3136962.45783214,1687149.53625838
12861,29938STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3153619.6853444,1687152.39878547
12862,635666STIL,99,OTHR,DPKS,ACT,11/21/2003 12:00:00 AM,,1,,5387.25,,,1,3172062.36236973,1687154.16715463
12863,29933STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3152984.31981723,1687156.68092914
12864,1614015STIL,1,NO16,DPUB,ACT,9/1/2022 12:00:00 AM,,3,5233.87,5228.96,,,1,3139857.83393115,1687156.89155863
12865,29931STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3153144.55571723,1687157.02344814
12866,693374STIL,99,OTHR,DPKS,ACT,,,1,,5383.59,5383.58,,1,3171792.90063831,1687162.2681883
12867,748004STIL,99,OTHR,PRIV,ACT,9/9/2011 12:00:00 AM,,1,5313.24,5310.13,,,1,3153737.47316656,1687162.8252738
12868,29926STIL,98,UNKN,FDST,ABND,,,1,,,,,0,3171728.19604331,1687165.9551888
12869,643916STIL,99,OTHR,PRIV,ACT,1/6/2009 12:00:00 AM,,1,5384.91,5381.55,5381.37,,1,3172707.08909865,1687167.66876805
12870,29923STIL,3,UNKN,DPUB,ACT,,,3,,,,,1,3127493.16181014,1687170.9276198
12871,638586STIL,2,NO14,DPUB,ACT,12/3/2007 12:00:00 AM,12,4,5427.12,5422.55,,,1,3175728.45641547,1687173.12807472
12872,29920STIL,98,UNKN,DPUB,ACT,,,2,,,,,1,3131129.83891998,1687173.71042264
12873,29919STIL,98,UNKN,DPUB,ACT,,,3,,,,,1,3127457.89842923,1687174.58738938
12874,29918STIL,98,UNKN,DPUB,ACT,,,2,,,,,1,3131200.97197981,1687176.39480047
12875,47500STIL,98,UNKN,PRIV,ACT,11/20/2002 12:00:00 AM,,1,,5390.05,,,1,3168558.15349889,1687185.22844422
12876,635682STIL,99,OTHR,DPKS,ACT,11/21/2003 12:00:00 AM,,1,,5386.94,5386.81,,1,3172104.84128739,1687186.19497772
12877,643973STIL,99,OTHR,DPKS,ACT,1/6/2009 12:00:00 AM,,1,5385.56,5382.64,5382.6,,1,3172408.67598157,1687186.58638114
12878,29912STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147969.0427743,1687187.3330988
12879,748001STIL,99,OTHR,PRIV,ACT,9/9/2011 12:00:00 AM,,1,5314.1,5308.9,,,1,3153779.47308256,1687193.3882048
12880,29911STIL,98,UNKN,PRIV,ACT,,,1,,5389.52,,,1,3169541.00684814,1687194.30421346
12881,495835STIL,98,UNKN,PRIV,ACT,,,1,,5388.9,,,1,3168319.11165415,1687194.93183689
12882,1501242STIL,1,NO13,PRIV,ACT,12/13/2018 12:00:00 AM,6,1,5320.98,5318.04,,5320.98,1,3154643.15967539,1687196.55716172
12883,407061STIL,2,NO14,PRIV,ACT,11/20/2002 12:00:00 AM,,2,,5386.01,,,1,3168550.07280639,1687197.26811829
12884,747997STIL,99,OTHR,PRIV,ACT,9/9/2011 12:00:00 AM,,1,5313.14,5309.89,,,1,3153772.47309656,1687197.52303904
12885,693366STIL,99,OTHR,DPKS,ACT,,,,,5389.45,,,1,3171097.43155681,1687199.49875689
12886,643922STIL,98,UNKN,PRIV,ACT,1/6/2009 12:00:00 AM,,1,5384.32,5382.2,,,1,3172894.94863106,1687201.23136497
12887,29904STIL,2,NO14,PRIV,ACT,,,2,,5389.05,,,1,3169574.92377506,1687205.35241972
12888,635758STIL,99,OTHR,DPKS,ACT,11/21/2003 12:00:00 AM,,1,5388.89,5385.51,5385.11,,1,3172425.87870306,1687205.44461113
12889,29903STIL,98,UNKN,FDST,ACT,,,1,,5218.8,,,1,3138878.78142731,1687206.22708988
12890,694409STIL,2,NO14,DPUB,ACT,,6,2,5394.75,5389.67,5389.51,,1,3170727.37980348,1687206.62997621
12891,1456536STIL,2,NO14,CDOT,ACT,10/1/2012 12:00:00 AM,6,2,5262.3,5258.69,,,1,3133630.15281698,1687207.76645689
12892,406973STIL,1,NO13,PRIV,ACT,8/6/2003 12:00:00 AM,,1,5304.29,5302.54,,,1,3152738.88330023,1687215.25102197
12893,635684STIL,99,OTHR,DPKS,ACT,11/21/2003 12:00:00 AM,,1,,5386.64,5386.53,,1,3172147.09448373,1687218.68441404
12894,29895STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3129465.13194756,1687219.56367739
12895,487510STIL,2,NO14,FDST,ACT,5/24/2001 12:00:00 AM,,2,,5390.1,,,1,3169411.82567607,1687219.65947771
12896,747994STIL,99,OTHR,PRIV,ACT,9/9/2011 12:00:00 AM,,1,5314.03,5309.8,,,1,3153779.47308256,1687220.35534246
12897,29896STIL,2,NO14,DPUB,ACT,5/24/2001 12:00:00 AM,12,4,,5387.6,,,1,3169607.63007447,1687222.00133654
12898,643923STIL,98,UNKN,PRIV,ACT,1/6/2009 12:00:00 AM,,1,5384.5,5381.8,5381.7,,1,3172778.82845648,1687222.20999755
12899,29889STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3164476.40313223,1687225.28020138
12900,481691STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3134217.58635339,1687227.77101004
12901,481690STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3134259.55674189,1687231.47080579
12902,29885STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147650.67923781,1687231.96949247
12903,643967STIL,99,OTHR,DPKS,ACT,1/6/2009 12:00:00 AM,,1,5385.76,5381.89,5381.86,,1,3172414.73141564,1687232.21653922
12904,29881STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3126839.13949615,1687236.50360413
12905,481688STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3134888.5869799,1687237.0534718
12906,638585STIL,2,NO14,DPUB,ACT,12/3/2007 12:00:00 AM,12,4,5427.31,5422.39,,,1,3175763.12662172,1687240.45438363
12907,747990STIL,99,OTHR,PRIV,ACT,9/9/2011 12:00:00 AM,,1,5314.11,5309.66,,,1,3153779.47308256,1687241.12006472
12908,481696STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3134192.61232197,1687242.85956255
12909,415323STIL,2,NO14,DPUB,ACT,4/30/2004 12:00:00 AM,,2,,5393.26,,,1,3166636.51200098,1687244.96749796
12910,415354STIL,2,NO14,DPUB,ACT,4/30/2004 12:00:00 AM,,2,,5394.54,,,1,3166960.48280972,1687244.99669738
12911,29874STIL,98,UNKN,FDST,ACT,,,1,,5219.67,,,1,3138927.82430823,1687245.82576397
12912,29878STIL,1,UNKN,PRIV,ACT,2/1/1907 12:00:00 AM,,1,,5302.9,,,1,3152545.9315864,1687247.57608855
12913,29875STIL,1,UNKN,PRIV,ACT,8/1/1923 12:00:00 AM,,1,,5402.35,,,1,3152447.68112673,1687248.7247083
12914,29872STIL,1,UNKN,PRIV,ACT,,,1,,5301,,,1,3152319.79391532,1687249.22044222
12915,30169STIL,98,UNKN,DPUB,ACT,,,1,,5221.08,,,1,3136391.53705798,1687250.29163429
12916,635686STIL,99,OTHR,DPKS,ACT,11/21/2003 12:00:00 AM,,1,,5386.14,5386.36,,1,3172189.64918864,1687250.77752571
12917,29866STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3164495.13669056,1687251.13349614
12918,495834STIL,98,UNKN,PRIV,ACT,8/7/2006 12:00:00 AM,,1,,5389.5,,,1,3168337.76319164,1687253.43073563
12919,481689STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3134871.17756589,1687254.97600813
12920,29863STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3143254.75069372,1687255.15514164
12921,29859STIL,3,UNKN,DPUB,ACT,,,2,,,,,1,3137539.99342248,1687256.38545413
12922,29857STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3153143.65217572,1687257.47206613
12923,29855STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3142876.45387815,1687257.93892871
12924,29852STIL,3,UNKN,DPUB,ACT,,,3,,,,,1,3126802.86102539,1687260.50913355
12925,643915STIL,99,OTHR,PRIV,ACT,1/6/2009 12:00:00 AM,,1,5384.78,5381.35,5381.48,,1,3172710.92898598,1687262.59115039
12926,29850STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3144125.60918823,1687262.76503454
12927,29849STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3129498.81068598,1687263.07146437
12928,693283STIL,99,OTHR,DPKS,ACT,10/8/1999 12:00:00 AM,,1,,5383.18,,,1,3171908.83544581,1687263.17841955
12929,487532STIL,2,NO14,DPUB,ACT,5/24/2001 12:00:00 AM,9,3,,5387.95,,,1,3169664.51119432,1687264.49304947
12930,29848STIL,98,UNKN,DPUB,ACT,,,2,,,,,1,3131354.50087222,1687264.69022755
12931,415359STIL,2,NO14,DPUB,ACT,4/30/2004 12:00:00 AM,,2,,5392.57,,,1,3166576.59578224,1687265.44350688
12932,29847STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3145518.45614006,1687266.8211288
12933,29846STIL,98,UNKN,FDST,ABND,9/2/1998 12:00:00 AM,,1,,,,,0,3171118.00500648,1687266.95826763
12934,29844STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3142844.40308923,1687269.56849863
12935,29843STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3144205.28980315,1687271.62820581
12936,29841STIL,3,UNKN,DPUB,ACT,,,2,,,,,1,3137573.52878848,1687272.94381997
12937,29838STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3141701.06088772,1687274.13312204
12938,415313STIL,2,NO14,DPUB,ACT,4/30/2004 12:00:00 AM,,2,,5394.84,,,1,3166960.48280972,1687276.62688346
12939,415333STIL,2,NO14,DPUB,ACT,4/30/2004 12:00:00 AM,,2,,5393.47,,,1,3166643.09171222,1687276.6695343
12940,29837STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3142027.39684923,1687276.70070222
12941,481680STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3133876.41938481,1687276.71546596
12942,29836STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3143206.81345364,1687277.43659313
12943,30094STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3141662.49403574,1687278.23514797
12944,29833STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3142358.86173747,1687278.92805997
12945,29832STIL,98,UNKN,DPUB,ACT,,,2,,,,,1,3137570.05176131,1687279.44085422
12946,29831STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3140220.73543631,1687279.64951521
12947,29829STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3141088.58507857,1687280.18494722
12948,29828STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3144854.83148307,1687280.27287355
12949,29827STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3145194.22975439,1687280.49564213
12950,29826STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3145566.57120131,1687280.99334455
12951,29825STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3145888.94588464,1687281.1852733
12952,747988STIL,99,OTHR,PRIV,ACT,9/9/2011 12:00:00 AM,,1,5313.86,5309.33,,,1,3153774.47309256,1687281.48120447
12953,635688STIL,99,OTHR,DPKS,ACT,11/21/2003 12:00:00 AM,,1,,5385.79,5385.27,,1,3172231.8390649,1687283.1852693
12954,30100STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3142341.54681148,1687283.82273522
12955,485514STIL,98,UNKN,PRIV,ACT,,,1,,5396.77,,,1,3167466.33547257,1687287.73217621
12956,485515STIL,98,UNKN,PRIV,ACT,,,1,,5395.9,,,1,3167566.33625682,1687287.73217621
12957,485124STIL,98,UNKN,DPUB,ACT,2/4/2003 12:00:00 AM,,1,,5394.94,,,1,3167413.05080223,1687287.88932814
12958,29822STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3143677.43127881,1687287.94280572
12959,29821STIL,3,UNKN,DPUB,ACT,,,2,,,,,1,3142893.16480273,1687288.24693896
12960,482756STIL,3,NO16,DPUB,ACT,9/6/2005 12:00:00 AM,,1,,,,,1,3134874.90328023,1687288.67475963
12961,482755STIL,3,NO16,DPUB,ACT,9/6/2005 12:00:00 AM,,1,,,,,1,3134925.27555481,1687289.61045329
12962,30097STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3142008.95167615,1687290.4765933
12963,29819STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3143271.78937356,1687290.71839072
12964,30129STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3145539.94264564,1687291.91327022
12965,29815STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3140566.45620157,1687293.43656114
12966,415329STIL,2,NO14,DPUB,ACT,4/30/2004 12:00:00 AM,,2,,5395.93,,,1,3167115.82337831,1687294.35716297
12967,415339STIL,2,NO14,DPUB,ACT,4/30/2004 12:00:00 AM,,2,,5396.18,,,1,3167145.99359356,1687294.35716297
12968,29813STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3143722.66281565,1687294.3702863
12969,29812STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3144552.62145756,1687294.63668996
12970,29810STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3131343.11441205,1687294.90703063
12971,29809STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3140624.68804048,1687295.11175463
12972,29807STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3144498.38895448,1687295.4923313
12973,29806STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3146503.00207123,1687296.51299855
12974,29805STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3152953.80708298,1687296.54186988
12975,29804STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3145848.62280256,1687296.67441554
